パッケージID,ゲームパッケージの発売日,価格,プラットフォーム名
M761964,2016-04-28,7980.0,プレイステーション4
M761965,2016-04-28,6980.0,プレイステーション3
M761966,2016-04-28,6980.0,プレイステーションVita
M740310,2016-04-28,5700.0,WiiU
M761967,2016-04-28,6980.0,プレイステーションVita
M740309,2016-04-28,4700.0,プレイステーションVita
M740303,2016-04-28,5700.0,プレイステーション3
M740301,2016-04-28,4700.0,ニンテンドー3DS
M740307,2016-04-28,4200.0,ニンテンドー3DS
M740306,2016-04-28,4200.0,プレイステーションVita
M740305,2016-04-28,5616.0,プレイステーション3
M740304,2016-04-28,5200.0,プレイステーション4
M759910,2016-04-28,,プレイステーションVita
M740308,2016-04-28,5200.0,WiiU
M740302,2016-04-28,5700.0,プレイステーション4
M738852,2016-04-28,7800.0,プレイステーションVita
M761962,2016-04-28,7980.0,プレイステーション4
M738851,2016-04-28,6800.0,プレイステーションVita
M738850,2016-04-28,5800.0,プレイステーションVita
M741364,2016-04-28,,プレイステーション4
M747523,2016-04-28,,プレイステーションVita
M752443,2016-04-28,3480.0,プレイステーション3
M749929,2016-04-28,7980.0,プレイステーション3
M763202,2016-04-28,4700.0,ニンテンドー3DS
M763203,2016-04-28,4700.0,ニンテンドー3DS
M749927,2016-04-28,7980.0,プレイステーション3
M752441,2016-04-28,3800.0,プレイステーション4
M761963,2016-04-28,6980.0,プレイステーション3
M754517,2016-04-28,7800.0,プレイステーションVita
M754515,2016-04-28,7000.0,プレイステーション4
M719037,2016-04-28,8424.0,MicrosoftWindows
M754518,2016-04-28,10800.0,プレイステーションVita
M764818,2016-04-28,2778.0,プレイステーションVita
M754516,2016-04-28,7000.0,プレイステーションVita
M754513,2016-04-28,7800.0,プレイステーション4
M754514,2016-04-28,10800.0,プレイステーション4
M761467,2016-05-09,823.0,ニンテンドー3DS
M749550,2016-05-09,823.0,ニンテンドー3DS
M749654,2016-05-09,823.0,ニンテンドー3DS
M759142,2016-05-09,823.0,ニンテンドー3DS
M759125,2016-05-09,823.0,ニンテンドー3DS
M745247,2016-05-10,7900.0,プレイステーション4
M745248,2016-05-10,7900.0,プレイステーション4
M745250,2016-05-10,8532.0,プレイステーション4
M757072,2016-05-11,950.0,WiiU
M763397,2016-05-11,702.0,WiiU
M749517,2016-05-11,2000.0,プレイステーション4
M749518,2016-05-11,2000.0,プレイステーションVita
M737979,2016-05-11,800.0,ニンテンドー3DS
M753050,2016-05-13,514.0,プレイステーション4
M747175,2016-05-18,950.0,WiiU
M749216,2016-05-18,702.0,WiiU
M753275,2016-05-19,1480.0,プレイステーション4
M761100,2016-05-19,5980.0,プレイステーションVita
M737505,2016-05-19,6930.0,XboxOne
M754758,2016-05-19,5800.0,プレイステーションVita
M738577,2016-05-19,7980.0,プレイステーション4
M765831,2016-05-19,5700.0,ニンテンドー3DS
M765832,2016-05-19,5700.0,ニンテンドー3DS
M753276,2016-05-19,1480.0,プレイステーションVita
M739833,2016-05-19,7200.0,XboxOne
M754759,2016-05-19,6300.0,プレイステーションVita
M761099,2016-05-19,5500.0,プレイステーションVita
M738579,2016-05-19,8618.0,プレイステーション4
M738580,2016-05-19,7980.0,XboxOne
M738578,2016-05-19,7980.0,XboxOne
M739830,2016-05-19,7980.0,プレイステーション4
M754760,2016-05-19,8300.0,プレイステーションVita
M742213,2016-05-19,2160.0,プレイステーション4
M739832,2016-05-19,7980.0,XboxOne
M754203,2016-05-19,7700.0,プレイステーション4
M754204,2016-05-19,6930.0,プレイステーション4
M737504,2016-05-19,7700.0,XboxOne
M739831,2016-05-19,7200.0,プレイステーション4
M764808,2016-05-20,3240.0,プレイステーション4
M746233,2016-05-24,7800.0,プレイステーション4
M746232,2016-05-24,7800.0,プレイステーション4
M720613,2016-05-24,7800.0,プレイステーション4
M764908,2016-05-24,,プレイステーションVita
M757019,2016-05-25,950.0,ニンテンドー3DS
M747581,2016-05-25,823.0,WiiU
M750593,2016-05-25,702.0,WiiU
M765570,2016-05-25,800.0,ニンテンドー3DS
M766192,2016-05-25,1000.0,プレイステーションVita
M766191,2016-05-25,1000.0,プレイステーション4
M761620,2016-05-26,6500.0,プレイステーションVita
M739657,2016-05-26,5800.0,プレイステーション3
M742068,2016-05-26,5800.0,プレイステーションVita
M739654,2016-05-26,9800.0,プレイステーション3
M742069,2016-05-26,7800.0,プレイステーションVita
M761618,2016-05-26,7500.0,プレイステーション4
M739652,2016-05-26,9800.0,プレイステーション4
M739653,2016-05-26,6800.0,プレイステーション4
M759078,2016-05-26,2500.0,プレイステーション4
M760756,2016-05-26,6300.0,プレイステーションVita
M760755,2016-05-26,5800.0,プレイステーションVita
M759080,2016-05-26,2380.0,XboxOne
M739655,2016-05-26,6800.0,プレイステーション3
M760757,2016-05-26,8300.0,プレイステーションVita
M761617,2016-05-26,7500.0,プレイステーション4
M761619,2016-05-26,6500.0,プレイステーションVita
M739656,2016-05-26,5980.0,プレイステーション4
M742066,2016-05-26,4800.0,プレイステーションVita
M738598,2016-05-26,463.0,プレイステーション4
M738599,2016-05-26,463.0,プレイステーションVita
M747525,2016-05-26,4800.0,プレイステーションVita
M747524,2016-05-26,3810.0,プレイステーションVita
M752438,2016-05-27,6800.0,プレイステーションVita
M752440,2016-05-27,6800.0,プレイステーションVita
M752435,2016-05-27,7800.0,プレイステーション4
M752434,2016-05-27,6800.0,プレイステーション3
M752437,2016-05-27,7344.0,プレイステーション3
M752433,2016-05-27,7800.0,プレイステーション4
M744288,2016-05-27,823.0,プレイステーション4
M739808,2016-06-01,500.0,ニンテンドー3DS
M739791,2016-06-01,4400.0,プレイステーション4
M739786,2016-06-01,3400.0,プレイステーション4
M752001,2016-06-01,380.0,ニンテンドー3DS
M742926,2016-06-01,2000.0,XboxOne
M747798,2016-06-01,1320.0,WiiU
M762166,2016-06-01,1000.0,ニンテンドー3DS
M766008,2016-06-01,926.0,WiiU
M747658,2016-06-01,702.0,ニンテンドー3DS
M737545,2016-06-01,3400.0,プレイステーション4
M738716,2016-06-02,3800.0,プレイステーション4
M737256,2016-06-02,2160.0,プレイステーション4
M764056,2016-06-02,6500.0,プレイステーションVita
M764055,2016-06-02,5370.0,プレイステーションVita
M739137,2016-06-02,2800.0,プレイステーション3
M754551,2016-06-03,756.0,プレイステーション4
M757209,2016-06-07,500.0,プレイステーションVita
M749511,2016-06-07,823.0,ニンテンドー3DS
M746564,2016-06-07,823.0,ニンテンドー3DS
M746958,2016-06-07,823.0,ニンテンドー3DS
M746658,2016-06-08,1028.0,WiiU
M763385,2016-06-08,702.0,WiiU
M751002,2016-06-08,500.0,ニンテンドー3DS
M739247,2016-06-08,1099.0,プレイステーションVita
M760695,2016-06-09,5546.0,ニンテンドー3DS
M747651,2016-06-09,6600.0,プレイステーション4
M740878,2016-06-09,7800.0,プレイステーション4
M754825,2016-06-09,5800.0,プレイステーションVita
M754824,2016-06-09,5800.0,プレイステーションVita
M747649,2016-06-09,7400.0,プレイステーション4
M720612,2016-06-09,7800.0,プレイステーション4
M741700,2016-06-09,7200.0,プレイステーション4
M741701,2016-06-09,7200.0,プレイステーション4
M757286,2016-06-09,7800.0,XboxOne
M757287,2016-06-09,8424.0,プレイステーション4
M740877,2016-06-09,7800.0,プレイステーション4
M757288,2016-06-09,7800.0,XboxOne
M743529,2016-06-13,1800.0,XboxOne
M752316,2016-06-14,1944.0,プレイステーション4
M740786,2016-06-15,1000.0,XboxOne
M750300,2016-06-15,500.0,ニンテンドー3DS
M757648,2016-06-15,702.0,WiiU
M757649,2016-06-15,702.0,WiiU
M741896,2016-06-15,539.0,プレイステーション4
M765313,2016-06-16,8300.0,プレイステーションVita
M736904,2016-06-16,4800.0,プレイステーション4
M736905,2016-06-16,,プレイステーション4
M765312,2016-06-16,6300.0,プレイステーションVita
M761340,2016-06-16,5800.0,ニンテンドー3DS
M736907,2016-06-16,4644.0,プレイステーションVita
M736908,2016-06-16,7800.0,プレイステーションVita
M765311,2016-06-16,6264.0,プレイステーションVita
M736903,2016-06-16,7800.0,プレイステーション4
M736906,2016-06-16,4300.0,プレイステーション4
M740744,2016-06-16,3600.0,XboxOne
M765310,2016-06-16,10600.0,プレイステーションVita
M763900,2016-06-16,4800.0,ニンテンドー3DS
M763899,2016-06-16,5184.0,ニンテンドー3DS
M720611,2016-06-16,4800.0,プレイステーションVita
M740725,2016-06-21,2500.0,プレイステーション3
M740726,2016-06-21,2500.0,XboxOne
M740727,2016-06-21,2500.0,Xbox360
M740728,2016-06-21,2700.0,WiiU
M740724,2016-06-21,2500.0,プレイステーション4
M754870,2016-06-22,926.0,ニンテンドー3DS
M759388,2016-06-22,514.0,WiiU
M741433,2016-06-22,864.0,プレイステーション4
M756105,2016-06-22,514.0,WiiU
M759912,2016-06-23,5400.0,プレイステーションVita
M752941,2016-06-23,3800.0,プレイステーション4
M740743,2016-06-23,3600.0,WiiU
M762188,2016-06-23,,プレイステーション4
M756993,2016-06-23,5700.0,WiiU
M739127,2016-06-23,2800.0,プレイステーションVita
M753538,2016-06-23,3990.0,プレイステーション4
M745719,2016-06-23,2800.0,プレイステーション4
M759911,2016-06-23,4752.0,プレイステーションVita
M756992,2016-06-23,5700.0,WiiU
M765846,2016-06-23,4980.0,ニンテンドー3DS
M737858,2016-06-23,6980.0,プレイステーションVita
M765845,2016-06-23,5378.0,ニンテンドー3DS
M753539,2016-06-23,4990.0,プレイステーション4
M758671,2016-06-23,7980.0,プレイステーションVita
M745721,2016-06-23,1800.0,プレイステーション4
M758669,2016-06-23,4762.0,プレイステーションVita
M758670,2016-06-23,5980.0,プレイステーションVita
M737857,2016-06-23,6900.0,プレイステーションVita
M753541,2016-06-23,5990.0,プレイステーション4
M752439,2016-06-27,,プレイステーションVita
M753608,2016-06-28,2600.0,XboxOne
M753607,2016-06-28,2800.0,プレイステーション4
M754101,2016-06-29,500.0,ニンテンドー3DS
M752228,2016-06-29,370.0,ニンテンドー3DS
M755819,2016-06-29,278.0,WiiU
M739352,2016-06-29,514.0,WiiU
M740396,2016-06-29,1500.0,XboxOne
M750449,2016-06-29,1234.0,WiiU
M744199,2016-06-30,5638.0,プレイステーションVita
M745728,2016-06-30,4104.0,プレイステーションVita
M745727,2016-06-30,5184.0,プレイステーション3
M749745,2016-06-30,8200.0,プレイステーション3
M745726,2016-06-30,5184.0,プレイステーション4
M744196,2016-06-30,5800.0,ニンテンドー3DS
M745725,2016-06-30,5800.0,プレイステーション3
M750100,2016-06-30,,プレイステーションVita
M744201,2016-06-30,5800.0,プレイステーションVita
M744200,2016-06-30,5638.0,ニンテンドー3DS
M745724,2016-06-30,5800.0,プレイステーション4
M745729,2016-06-30,4800.0,プレイステーションVita
M749746,2016-06-30,8856.0,プレイステーション4
M741808,2016-06-30,,プレイステーション4
M763352,2016-06-30,6400.0,プレイステーションVita
M763351,2016-06-30,5700.0,プレイステーションVita
M741807,2016-06-30,1500.0,プレイステーション4
M749404,2016-06-30,2000.0,ニンテンドー3DS
M749405,2016-06-30,2000.0,WiiU
M749743,2016-06-30,8200.0,プレイステーション4
M760972,2016-06-30,,プレイステーションVita
M721311,2016-06-30,3500.0,ニンテンドー3DS
M749744,2016-06-30,11800.0,プレイステーション4
M749747,2016-06-30,8856.0,プレイステーション3
M751902,2016-06-30,2780.0,XboxOne
M738435,2016-06-30,2990.0,プレイステーション4
M755612,2016-07-01,2700.0,XboxOne
M739690,2016-07-01,1550.0,プレイステーション4
M747357,2016-07-06,514.0,WiiU
M743109,2016-07-06,1499.0,プレイステーション4
M750297,2016-07-06,,ニンテンドー3DS
M739335,2016-07-06,1500.0,WiiU
M737112,2016-07-06,400.0,WiiU
M763398,2016-07-06,702.0,WiiU
M766518,2016-07-06,,ニンテンドー3DS
M762775,2016-07-07,,プレイステーションVita
M740395,2016-07-07,1680.0,プレイステーション4
M762773,2016-07-07,,プレイステーション3
M762771,2016-07-07,,プレイステーション4
M763163,2016-07-07,,プレイステーションVita
M762937,2016-07-07,6800.0,プレイステーション3
M741426,2016-07-07,,プレイステーションVita
M762936,2016-07-07,6800.0,プレイステーション4
M751563,2016-07-07,3400.0,プレイステーション3
M762938,2016-07-07,5714.0,プレイステーション4
M751562,2016-07-07,3400.0,プレイステーション4
M762940,2016-07-07,4762.0,プレイステーションVita
M746806,2016-07-07,5076.0,ニンテンドー3DS
M763493,2016-07-07,2990.0,プレイステーション4
M762595,2016-07-07,,プレイステーションVita
M763496,2016-07-07,2990.0,プレイステーション3
M762941,2016-07-07,5800.0,プレイステーションVita
M762939,2016-07-07,5714.0,プレイステーション3
M746805,2016-07-07,5076.0,ニンテンドー3DS
M751560,2016-07-07,3800.0,プレイステーション4
M757481,2016-07-11,864.0,プレイステーションVita
M737869,2016-07-12,8532.0,XboxOne
M742894,2016-07-12,1000.0,プレイステーション4
M745698,2016-07-13,1028.0,WiiU
M740212,2016-07-13,2000.0,XboxOne
M759416,2016-07-13,950.0,WiiU
M743719,2016-07-13,1080.0,XboxOne
M755230,2016-07-13,800.0,ニンテンドー3DS
M759853,2016-07-14,8800.0,プレイステーションVita
M759851,2016-07-14,5184.0,プレイステーションVita
M741732,2016-07-14,1600.0,プレイステーション4
M759852,2016-07-14,5800.0,プレイステーションVita
M743663,2016-07-14,4980.0,プレイステーションVita
M743662,2016-07-14,4611.0,プレイステーションVita
M760519,2016-07-15,823.0,ゲームアーカイブス
M758544,2016-07-15,1500.0,XboxOne
M743554,2016-07-16,2160.0,XboxOne
M766550,2016-07-16,5184.0,ニンテンドー3DS
M766548,2016-07-16,5184.0,ニンテンドー3DS
M766547,2016-07-16,5184.0,ニンテンドー3DS
M721310,2016-07-16,5184.0,ニンテンドー3DS
M757038,2016-07-20,1028.0,WiiU
M754745,2016-07-20,300.0,ニンテンドー3DS
M742067,2016-07-20,,プレイステーションVita
M749777,2016-07-20,300.0,WiiU
M761478,2016-07-20,823.0,WiiU
M759147,2016-07-20,823.0,ニンテンドー3DS
M756361,2016-07-20,950.0,WiiU
M750068,2016-07-20,823.0,ニンテンドー3DS
M744437,2016-07-20,,ニンテンドー3DS
M764450,2016-07-20,823.0,ニンテンドー3DS
M763204,2016-07-20,,ニンテンドー3DS
M764909,2016-07-21,,プレイステーションVita
M764906,2016-07-21,,プレイステーション3
M764903,2016-07-21,,プレイステーション4
M761191,2016-07-21,6500.0,プレイステーションVita
M761190,2016-07-21,6500.0,プレイステーションVita
M761189,2016-07-21,7500.0,プレイステーション3
M745291,2016-07-21,5741.0,プレイステーションVita
M761188,2016-07-21,7500.0,プレイステーション3
M745293,2016-07-21,6800.0,プレイステーションVita
M737126,2016-07-21,8300.0,プレイステーションVita
M762304,2016-07-21,,プレイステーションVita
M747900,2016-07-21,6400.0,プレイステーション4
M747899,2016-07-21,9200.0,プレイステーション4
M737125,2016-07-21,6300.0,プレイステーションVita
M747898,2016-07-21,7200.0,プレイステーション4
M737124,2016-07-21,6264.0,プレイステーションVita
M750296,2016-07-21,5184.0,ニンテンドー3DS
M762597,2016-07-21,3800.0,プレイステーションVita
M750298,2016-07-21,5184.0,ニンテンドー3DS
M745294,2016-07-21,8800.0,プレイステーションVita
M753540,2016-07-21,,プレイステーション4
M751184,2016-07-21,1512.0,プレイステーションVita
M762596,2016-07-21,3800.0,プレイステーションVita
M762598,2016-07-21,3800.0,プレイステーションVita
